id,owner,material,role,quantity,volume_mm3,STEP,note
r_yaw_bush_top,chest,pom,structural_concept,1,154.55379218600356,../../revM/manny/parts/r_yaw_bush_top.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_yaw_bush_lower,chest,pom,structural_concept,1,123.64303374880289,../../revM/manny/parts/r_yaw_bush_lower.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_elev_bush_27,clavicle_r.protract_frame,pom,structural_concept,1,92.73227531160211,../../revM/manny/parts/r_elev_bush_27.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_elev_bush_43,clavicle_r.protract_frame,pom,structural_concept,1,92.73227531160214,../../revM/manny/parts/r_elev_bush_43.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_yaw_carriage,clavicle_r.protract_frame,aluminum_7075,structural_concept,1,5420.450481341685,../../revM/manny/parts/r_yaw_carriage.step,"Machined yaw carriage, keyed D4 end and two original elevation bearings; bolt-on G4 reaction plate support; reamed press-fit sleeve seat, see retained_bushes manifest; reamed press-fit sleeve seat, see retained_bushes manifest"
r_flex_bush_-36.5,clavicle_r,pom,structural_concept,1,108.06450409818183,../../revM/manny/parts/r_flex_bush_-36.5.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_flex_bush_-27.5,clavicle_r,pom,structural_concept,1,108.06450409818183,../../revM/manny/parts/r_flex_bush_-27.5.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_clavicle_output_frame,clavicle_r,aluminum_7075,structural_concept,1,7151.624709201116,../../revM/manny/parts/r_clavicle_output_frame.step,"Machined clavicle link, D4 middle key transfers elevation torque, M2 radial retainer; original shoulder centre preserved; reamed press-fit sleeve seat, see retained_bushes manifest; reamed press-fit sleeve seat, see retained_bushes manifest"
r_abduct_bush_-20.5,upperarm_r.flex_frame,pom,structural_concept,1,77.27689609300175,../../revM/manny/parts/r_abduct_bush_-20.5.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_abduct_bush_20.5,upperarm_r.flex_frame,pom,structural_concept,1,108.06450409818177,../../revM/manny/parts/r_abduct_bush_20.5.step,"Machined POM-C plain sleeve. CAD is installed/compressed state; free OD is +0.030 +/-0.005 mm above nominal, housing bore +0.000..+0.010. Finish running bore after installation. No clutch axial preload. Pull-out and thermal qualification required."
r_flex_ring,upperarm_r.flex_frame,aluminum_7075,structural_concept,1,3827.041946137451,../../revM/manny/parts/r_flex_ring.step,"Rev J removable split metal drive hub; flange fixed with two M2 screws, nut pockets and tool relief; strain/creep not verified; 7075-T6 metal candidate required for reamed interference-fit radial bush seats; no PLA press-fit claim; reamed press-fit sleeve seat, see retained_bushes manifest; reamed press-fit sleeve seat, see retained_bushes manifest"
r_abduct_ring_and_twist_seat,upperarm_r.abduct_frame,aluminum_7075,structural_concept,1,3537.340626127649,../../revM/manny/parts/r_abduct_ring_and_twist_seat.step,"Machined metal shoulder abduction ring and twist reaction face; top thrust face Z5.5, radial bush does not carry preload; integral positive travel stops; D6.04 nominal sleeve seat and captured D7.4 lower flange; outer friction contact radius increased to 10 mm"
r_twist_bush,upperarm_r.abduct_frame,pom,structural_concept,1,223.31565271886217,../../revM/manny/parts/r_twist_bush.step,"Flanged POM-C D6 sleeve, D4.06 running bore; D7.4 x0.8 flange trapped between lining top -9 and housing shoulder -8. Nominal axial float .2 mm."
r_twist_rotor_face,upperarm_r,aluminum_7075,structural_concept,1,620.1574205087362,../../revM/manny/parts/r_twist_rotor_face.step,Positive D4 drive; axial spring force reacts into the fixed metal shoulder seat; integral travel tab reacts directly into bearing frame; outer friction contact radius increased to 10 mm
r_twist_lining,upperarm_r.abduct_frame,peek,structural_concept,1,282.98681225373497,../../revM/manny/parts/r_twist_lining.step,"; unfilled PEEK ring R3.15..10, dry contact candidate"
r_arm_upperarm_shell_front,upperarm_r,shell,solid_concept,1,6198.779965077366,../../revM/manny/parts/r_arm_upperarm_shell_front.step,"1.8 mm partial rigid arm cover; two M2x20 through captive rear nuts into closed centreline rail lugs; front straight hex access, remove before servicing joints; pose clearance sampled digitally"
r_arm_upperarm_shell_back,upperarm_r,shell,solid_concept,1,12891.78337106259,../../revM/manny/parts/r_arm_upperarm_shell_back.step,"1.8 mm partial rigid arm cover; two M2x20 through captive rear nuts into closed centreline rail lugs; front straight hex access, remove before servicing joints; pose clearance sampled digitally"
l_flex_clutch_flanged_shaft,upperarm_l.flex_frame,aluminum_7075,structural_concept,1,2486.5737569435355,../../revM/manny/parts/l_flex_clutch_flanged_shaft.step,"Custom steel 6 mm journal; integral flange, inner D drive, outer D cap seat, two M3 blind threads; integral travel tab reacts directly into bearing frame"
l_flex_clutch_keyed_lining,clavicle_l,peek,structural_concept,1,352.38699863507384,../../revM/manny/parts/l_flex_clutch_keyed_lining.step,"1 mm replaceable lining; coefficient and wear unqualified; inner radius 6.8 mm leaves a 0.3 mm radial clearance to protected inner travel tabs; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
l_flex_clutch_reaction_plate,clavicle_l,aluminum_7075,structural_concept,1,1856.160324750695,../../revM/manny/parts/l_flex_clutch_reaction_plate.step,"3 mm steel reaction plate with keyed lining recess and two M3 frame mounts; spring thrust closes through plate; Rev L two M2 through pilot bores at +/-11.9 for separate brass sensor standoffs; 1.0 mm minimum radial ligament; integral positive travel stops; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
l_flex_clutch_radial_bush,clavicle_l,pom,structural_concept,1,138.80021299272474,../../revM/manny/parts/l_flex_clutch_radial_bush.step,"POM radial guide, clear of thrust faces; press fit/retention pending; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
l_flex_clutch_thrust_washer,clavicle_l,thrust,structural_concept,1,353.4291735288514,../../revM/manny/parts/l_flex_clutch_thrust_washer.step,SKF dimension candidate; PTFE face towards rotating spring seat; washer retention pending
l_flex_clutch_spring_seat,upperarm_l.flex_frame,metal,structural_concept,1,141.98427997899066,../../revM/manny/parts/l_flex_clutch_spring_seat.step,Steel spring seat; thrust washer separates rotation from fixed reaction plate
l_flex_clutch_disc_spring_a,upperarm_l.flex_frame,spring,structural_concept,1,49.74397807694075,../../revM/manny/parts/l_flex_clutch_disc_spring_a.step,SCHNORR 002 200 dimensional candidate at catalog test height
l_flex_clutch_disc_spring_b,upperarm_l.flex_frame,spring,structural_concept,1,49.74397807694075,../../revM/manny/parts/l_flex_clutch_disc_spring_b.step,Opposed pair in series: force is not doubled
l_flex_clutch_keyed_stop_cap,upperarm_l.flex_frame,aluminum,structural_concept,1,361.6983591114389,../../revM/manny/parts/l_flex_clutch_keyed_stop_cap.step,Rev L aluminum stop cap retains original metal stop heights and adds outside D flat for magnet cup; local contact stress and fatigue unqualified
l_flex_clutch_outer_M3x8,upperarm_l.flex_frame,titanium,structural_concept,1,95.05001952736514,../../revM/manny/parts/l_flex_clutch_outer_M3x8.step,"Rev L M3x8 titanium Grade 5 button screw dimension candidate (Accu SSB-M3-8-TI5); cylindrical head envelope 5.7 x 1.65, 2 mm hex, strength/procurement not released"
l_flex_clutch_drive_retainer_washer,upperarm_l.flex_frame,metal,structural_concept,1,69.98683034034684,../../revM/manny/parts/l_flex_clutch_drive_retainer_washer.step,Separate washer retains D drive in printed output hub
l_flex_clutch_inner_M3x8,upperarm_l.flex_frame,fastener,structural_concept,1,95.18858359197088,../../revM/manny/parts/l_flex_clutch_inner_M3x8.step,"M3x8 ISO7380-1 low-profile button screw, 1.65 mm nominal head height; independent output-hub retention, no spring adjustment"
l_flex_clutch_mount_M3x10_0,clavicle_l,fastener,structural_concept,1,133.84172987360972,../../revM/manny/parts/l_flex_clutch_mount_M3x10_0.step,Reaction plate to printed support; simplified thread
l_flex_clutch_mount_M3_nut_0,clavicle_l,fastener,structural_concept,1,51.09247186378846,../../revM/manny/parts/l_flex_clutch_mount_M3_nut_0.step,"Captured hex nut, accessible from inside of support"
l_flex_clutch_mount_M3x10_1,clavicle_l,fastener,structural_concept,1,133.84172987360975,../../revM/manny/parts/l_flex_clutch_mount_M3x10_1.step,Reaction plate to printed support; simplified thread
l_flex_clutch_mount_M3_nut_1,clavicle_l,fastener,structural_concept,1,51.092471863788454,../../revM/manny/parts/l_flex_clutch_mount_M3_nut_1.step,"Captured hex nut, accessible from inside of support"
l_abduct_clutch_flanged_shaft,upperarm_l.abduct_frame,aluminum_7075,structural_concept,1,2260.379085885075,../../revM/manny/parts/l_abduct_clutch_flanged_shaft.step,"Custom steel 6 mm journal; integral flange, inner D drive, outer D cap seat, two M3 blind threads; integral travel tab reacts directly into bearing frame"
l_abduct_clutch_keyed_lining,upperarm_l.flex_frame,peek,structural_concept,1,352.3869986350729,../../revM/manny/parts/l_abduct_clutch_keyed_lining.step,"1 mm replaceable lining; coefficient and wear unqualified; inner radius 6.8 mm leaves a 0.3 mm radial clearance to protected inner travel tabs; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
l_abduct_clutch_reaction_plate,upperarm_l.flex_frame,aluminum_7075,structural_concept,1,1868.5223587779958,../../revM/manny/parts/l_abduct_clutch_reaction_plate.step,"3 mm steel reaction plate with keyed lining recess and two M3 frame mounts; spring thrust closes through plate; integral positive travel stops; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
l_abduct_clutch_radial_bush,upperarm_l.flex_frame,pom,structural_concept,1,138.8002129927253,../../revM/manny/parts/l_abduct_clutch_radial_bush.step,"POM radial guide, clear of thrust faces; press fit/retention pending; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
l_abduct_clutch_thrust_washer,upperarm_l.flex_frame,thrust,structural_concept,1,353.42917352885195,../../revM/manny/parts/l_abduct_clutch_thrust_washer.step,SKF dimension candidate; PTFE face towards rotating spring seat; washer retention pending
l_abduct_clutch_spring_seat,upperarm_l.abduct_frame,metal,structural_concept,1,141.98427997899074,../../revM/manny/parts/l_abduct_clutch_spring_seat.step,Steel spring seat; thrust washer separates rotation from fixed reaction plate
l_abduct_clutch_disc_spring_a,upperarm_l.abduct_frame,spring,structural_concept,1,49.74397807694068,../../revM/manny/parts/l_abduct_clutch_disc_spring_a.step,SCHNORR 002 200 dimensional candidate at catalog test height
l_abduct_clutch_disc_spring_b,upperarm_l.abduct_frame,spring,structural_concept,1,49.74397807694071,../../revM/manny/parts/l_abduct_clutch_disc_spring_b.step,Opposed pair in series: force is not doubled
l_abduct_clutch_keyed_stop_cap,upperarm_l.abduct_frame,metal,structural_concept,1,396.88687888604244,../../revM/manny/parts/l_abduct_clutch_keyed_stop_cap.step,D key follows shaft; cap seats on metal shaft end; shim selection/retention and backlash need physical validation
l_abduct_clutch_outer_M3x8,upperarm_l.abduct_frame,fastener,structural_concept,1,119.7045629324554,../../revM/manny/parts/l_abduct_clutch_outer_M3x8.step,"Simplified thread envelope; axial cap retention, not hand tightness setting"
l_abduct_clutch_drive_retainer_washer,upperarm_l.abduct_frame,metal,structural_concept,1,69.98683034034687,../../revM/manny/parts/l_abduct_clutch_drive_retainer_washer.step,Separate washer retains D drive in printed output hub
l_abduct_clutch_inner_M3x8,upperarm_l.abduct_frame,fastener,structural_concept,1,119.70456293245542,../../revM/manny/parts/l_abduct_clutch_inner_M3x8.step,Independent output-hub retention; does not set clutch spring compression
l_abduct_clutch_mount_M3x10_0,upperarm_l.flex_frame,fastener,structural_concept,1,133.8417298736095,../../revM/manny/parts/l_abduct_clutch_mount_M3x10_0.step,Reaction plate to printed support; simplified thread
l_abduct_clutch_mount_M3_nut_0,upperarm_l.flex_frame,fastener,structural_concept,1,51.09247186378785,../../revM/manny/parts/l_abduct_clutch_mount_M3_nut_0.step,"Captured hex nut, accessible from inside of support"
l_abduct_clutch_mount_M3x10_1,upperarm_l.flex_frame,fastener,structural_concept,1,133.8417298736095,../../revM/manny/parts/l_abduct_clutch_mount_M3x10_1.step,Reaction plate to printed support; simplified thread
l_abduct_clutch_mount_M3_nut_1,upperarm_l.flex_frame,fastener,structural_concept,1,51.09247186378785,../../revM/manny/parts/l_abduct_clutch_mount_M3_nut_1.step,"Captured hex nut, accessible from inside of support"
r_flex_clutch_flanged_shaft,upperarm_r.flex_frame,aluminum_7075,structural_concept,1,2486.5737569435355,../../revM/manny/parts/r_flex_clutch_flanged_shaft.step,"Custom steel 6 mm journal; integral flange, inner D drive, outer D cap seat, two M3 blind threads; integral travel tab reacts directly into bearing frame"
r_flex_clutch_keyed_lining,clavicle_r,peek,structural_concept,1,352.38699863507355,../../revM/manny/parts/r_flex_clutch_keyed_lining.step,"1 mm replaceable lining; coefficient and wear unqualified; inner radius 6.8 mm leaves a 0.3 mm radial clearance to protected inner travel tabs; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
r_flex_clutch_reaction_plate,clavicle_r,aluminum_7075,structural_concept,1,1856.1603247506964,../../revM/manny/parts/r_flex_clutch_reaction_plate.step,"3 mm steel reaction plate with keyed lining recess and two M3 frame mounts; spring thrust closes through plate; Rev L two M2 through pilot bores at +/-11.9 for separate brass sensor standoffs; 1.0 mm minimum radial ligament; integral positive travel stops; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
r_flex_clutch_radial_bush,clavicle_r,pom,structural_concept,1,138.80021299272474,../../revM/manny/parts/r_flex_clutch_radial_bush.step,"POM radial guide, clear of thrust faces; press fit/retention pending; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
r_flex_clutch_thrust_washer,clavicle_r,thrust,structural_concept,1,353.42917352885195,../../revM/manny/parts/r_flex_clutch_thrust_washer.step,SKF dimension candidate; PTFE face towards rotating spring seat; washer retention pending
r_flex_clutch_spring_seat,upperarm_r.flex_frame,metal,structural_concept,1,141.98427997899094,../../revM/manny/parts/r_flex_clutch_spring_seat.step,Steel spring seat; thrust washer separates rotation from fixed reaction plate
r_flex_clutch_disc_spring_a,upperarm_r.flex_frame,spring,structural_concept,1,49.743978076940756,../../revM/manny/parts/r_flex_clutch_disc_spring_a.step,SCHNORR 002 200 dimensional candidate at catalog test height
r_flex_clutch_disc_spring_b,upperarm_r.flex_frame,spring,structural_concept,1,49.743978076940756,../../revM/manny/parts/r_flex_clutch_disc_spring_b.step,Opposed pair in series: force is not doubled
r_flex_clutch_keyed_stop_cap,upperarm_r.flex_frame,aluminum,structural_concept,1,361.6983591114387,../../revM/manny/parts/r_flex_clutch_keyed_stop_cap.step,Rev L aluminum stop cap retains original metal stop heights and adds outside D flat for magnet cup; local contact stress and fatigue unqualified
r_flex_clutch_outer_M3x8,upperarm_r.flex_frame,titanium,structural_concept,1,95.05001952736538,../../revM/manny/parts/r_flex_clutch_outer_M3x8.step,"Rev L M3x8 titanium Grade 5 button screw dimension candidate (Accu SSB-M3-8-TI5); cylindrical head envelope 5.7 x 1.65, 2 mm hex, strength/procurement not released"
r_flex_clutch_drive_retainer_washer,upperarm_r.flex_frame,metal,structural_concept,1,69.98683034034684,../../revM/manny/parts/r_flex_clutch_drive_retainer_washer.step,Separate washer retains D drive in printed output hub
r_flex_clutch_inner_M3x8,upperarm_r.flex_frame,fastener,structural_concept,1,95.18858359197093,../../revM/manny/parts/r_flex_clutch_inner_M3x8.step,"M3x8 ISO7380-1 low-profile button screw, 1.65 mm nominal head height; independent output-hub retention, no spring adjustment"
r_flex_clutch_mount_M3x10_0,clavicle_r,fastener,structural_concept,1,133.84172987360978,../../revM/manny/parts/r_flex_clutch_mount_M3x10_0.step,Reaction plate to printed support; simplified thread
r_flex_clutch_mount_M3_nut_0,clavicle_r,fastener,structural_concept,1,51.092471863788454,../../revM/manny/parts/r_flex_clutch_mount_M3_nut_0.step,"Captured hex nut, accessible from inside of support"
r_flex_clutch_mount_M3x10_1,clavicle_r,fastener,structural_concept,1,133.84172987360975,../../revM/manny/parts/r_flex_clutch_mount_M3x10_1.step,Reaction plate to printed support; simplified thread
r_flex_clutch_mount_M3_nut_1,clavicle_r,fastener,structural_concept,1,51.09247186378844,../../revM/manny/parts/r_flex_clutch_mount_M3_nut_1.step,"Captured hex nut, accessible from inside of support"
r_abduct_clutch_flanged_shaft,upperarm_r.abduct_frame,aluminum_7075,structural_concept,1,2260.3790858850757,../../revM/manny/parts/r_abduct_clutch_flanged_shaft.step,"Custom steel 6 mm journal; integral flange, inner D drive, outer D cap seat, two M3 blind threads; integral travel tab reacts directly into bearing frame"
r_abduct_clutch_keyed_lining,upperarm_r.flex_frame,peek,structural_concept,1,352.386998635074,../../revM/manny/parts/r_abduct_clutch_keyed_lining.step,"1 mm replaceable lining; coefficient and wear unqualified; inner radius 6.8 mm leaves a 0.3 mm radial clearance to protected inner travel tabs; unfilled machined PEEK candidate, dry contact; actual torque and creep must be qualified"
r_abduct_clutch_reaction_plate,upperarm_r.flex_frame,aluminum_7075,structural_concept,1,1868.5223587779994,../../revM/manny/parts/r_abduct_clutch_reaction_plate.step,"3 mm steel reaction plate with keyed lining recess and two M3 frame mounts; spring thrust closes through plate; integral positive travel stops; D14.50 x0.85 upper retaining counterbore, flat Z3.15"
r_abduct_clutch_radial_bush,upperarm_r.flex_frame,pom,structural_concept,1,138.8002129927253,../../revM/manny/parts/r_abduct_clutch_radial_bush.step,"POM radial guide, clear of thrust faces; press fit/retention pending; D14.40 x0.70 flange at Z3.20..3.90, captured below thrust washer Z4.00; 0.15 total nominal axial float"
r_abduct_clutch_thrust_washer,upperarm_r.flex_frame,thrust,structural_concept,1,353.42917352885195,../../revM/manny/parts/r_abduct_clutch_thrust_washer.step,SKF dimension candidate; PTFE face towards rotating spring seat; washer retention pending
r_abduct_clutch_spring_seat,upperarm_r.abduct_frame,metal,structural_concept,1,141.9842799789904,../../revM/manny/parts/r_abduct_clutch_spring_seat.step,Steel spring seat; thrust washer separates rotation from fixed reaction plate
r_abduct_clutch_disc_spring_a,upperarm_r.abduct_frame,spring,structural_concept,1,49.743978076940664,../../revM/manny/parts/r_abduct_clutch_disc_spring_a.step,SCHNORR 002 200 dimensional candidate at catalog test height
r_abduct_clutch_disc_spring_b,upperarm_r.abduct_frame,spring,structural_concept,1,49.74397807694069,../../revM/manny/parts/r_abduct_clutch_disc_spring_b.step,Opposed pair in series: force is not doubled
r_abduct_clutch_keyed_stop_cap,upperarm_r.abduct_frame,metal,structural_concept,1,396.8868788860425,../../revM/manny/parts/r_abduct_clutch_keyed_stop_cap.step,D key follows shaft; cap seats on metal shaft end; shim selection/retention and backlash need physical validation
r_abduct_clutch_outer_M3x8,upperarm_r.abduct_frame,fastener,structural_concept,1,119.7045629324554,../../revM/manny/parts/r_abduct_clutch_outer_M3x8.step,"Simplified thread envelope; axial cap retention, not hand tightness setting"
r_abduct_clutch_drive_retainer_washer,upperarm_r.abduct_frame,metal,structural_concept,1,69.98683034034687,../../revM/manny/parts/r_abduct_clutch_drive_retainer_washer.step,Separate washer retains D drive in printed output hub
r_abduct_clutch_inner_M3x8,upperarm_r.abduct_frame,fastener,structural_concept,1,119.70456293245542,../../revM/manny/parts/r_abduct_clutch_inner_M3x8.step,Independent output-hub retention; does not set clutch spring compression
r_abduct_clutch_mount_M3x10_0,upperarm_r.flex_frame,fastener,structural_concept,1,133.8417298736095,../../revM/manny/parts/r_abduct_clutch_mount_M3x10_0.step,Reaction plate to printed support; simplified thread
r_abduct_clutch_mount_M3_nut_0,upperarm_r.flex_frame,fastener,structural_concept,1,51.092471863787836,../../revM/manny/parts/r_abduct_clutch_mount_M3_nut_0.step,"Captured hex nut, accessible from inside of support"
r_abduct_clutch_mount_M3x10_1,upperarm_r.flex_frame,fastener,structural_concept,1,133.8417298736095,../../revM/manny/parts/r_abduct_clutch_mount_M3x10_1.step,Reaction plate to printed support; simplified thread
r_abduct_clutch_mount_M3_nut_1,upperarm_r.flex_frame,fastener,structural_concept,1,51.092471863787836,../../revM/manny/parts/r_abduct_clutch_mount_M3_nut_1.step,"Captured hex nut, accessible from inside of support"
l_flex_drive_split_hub,upperarm_l.flex_frame,aluminum,structural_concept,1,593.4821423412807,../../revM/manny/parts/l_flex_drive_split_hub.step,Custom split metal D hub; M2 tapped clamp ear; preload/elastic closure not simulated
l_flex_drive_pinch_M2x10,upperarm_l.flex_frame,fastener,structural_concept,1,52.1496683363016,../../revM/manny/parts/l_flex_drive_pinch_M2x10.step,M2 transverse pinch screw takes up shaft fit clearance; tightening torque not yet qualified
l_flex_drive_mount_M2x4_0,upperarm_l.flex_frame,fastener,structural_concept,1,33.10525669891111,../../revM/manny/parts/l_flex_drive_mount_M2x4_0.step,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
l_flex_drive_mount_M2_nut_0,upperarm_l.flex_frame,fastener,structural_concept,1,18.953259459605672,../../revM/manny/parts/l_flex_drive_mount_M2_nut_0.step,Captured nut inside output yoke; fit and creep require testing
l_flex_drive_mount_M2x4_1,upperarm_l.flex_frame,fastener,structural_concept,1,33.105256698911106,../../revM/manny/parts/l_flex_drive_mount_M2x4_1.step,Flange screw with trapped M2 nut; 1.6 mm nominal nut engagement
l_flex_drive_mount_M2_nut_1,upperarm_l.flex_frame,fastener,structural_concept,1,18.95325945960568,../../revM/manny/parts/l_flex_drive_mount_M2_nut_1.step,Captured nut inside output yoke; fit and creep require testing
